dataset_name,group,gen_base_type,gen_imbalance_ratio,gen_n_classes,gen_n_features,gen_n_samples_test,gen_n_samples_train,gen_noise,gen_noise_scale,gen_noise_type,gen_outlier_frac,gen_overlap,gen_spatial_distortion,gen_subsampled_to,CV,HDB,HDB_mean_f1,HDB_std_f1,IR,attr_ent.mean,attr_ent.sd,c2,can_cor.mean,can_cor.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,joint_ent.mean,joint_ent.sd,lh_trace,lsc,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,nr_attr,nr_class,nr_inst,pIR_cv,p_trace,roy_root,sd_ratio,t1,w_lambda
openml_43977_jannis,real_openml,real_openml,1.0,2,54,11516,46064,0.0,0.0,,0.0,0.0,False,2000,0.0,0.0,0.2581311790317336,0.0,1.0,3.5602586097996407,0.12707108269726183,0.0,0.5478666842177697,,1.0,0.06423513470750027,0.1438732284770894,0.06454583777015371,0.14617729676111768,0.9939387116468039,1.1750703751555682,40.121961365157,0.9778219687446308,0.03645844025842314,4.9721870262378105e-05,,0.981,,0.8565,,4.535334603944123,0.1347497564209395,0.428893753679994,0.997855,0.024924005855517004,0.03149567402553133,0.503,0.48988474770627144,0.027349280847309997,0.363,0.48098510718801707,54.0,2.0,2000.0,0.0,0.30015790367577344,0.428893753679994,,0.9995,0.6998420963242266
openml_43_haberman,real_openml,real_openml,2.7778,2,3,62,244,0.0,0.0,,0.0,0.0,False,244,0.4672131147540984,0.0,0.274187741182398,0.0,2.753846153846154,2.4108839851553276,0.27053522596037066,0.35835217559146315,0.35811391699829836,,0.8362417147057082,0.04510898529841623,0.011441002059471067,0.04529461898277188,0.011488084372473022,1.004115226337449,0.0801171622780135,14.341102716718131,0.9581221796146386,0.06764291817573911,0.7010159651669085,,0.9713114754098361,,0.9672131147540983,,3.1888148620388606,0.32529263849235407,0.14711204697663066,0.9829178984144047,0.05831083782217528,0.05529944829252783,0.4713114754098361,0.3718554974010421,0.23183860646404073,0.2786885245901639,0.4492755042460135,3.0,2.0,244.0,0.0,0.12824557754786414,0.14711204697663066,,0.45901639344262296,0.8717544224521359
openml_44033_electricity,real_openml,real_openml,1.0,2,8,7695,30779,0.0,0.0,,0.0,0.0,False,1999,3.248968452516326e-05,0.0,0.3145958348713124,0.0,1.0000649814802782,3.0809436531314,0.5463778032313084,5.005002501334843e-07,0.46298124689686027,,0.99999981948264,0.21185778773068517,0.20512892809420963,0.17136441578609612,0.1743737111806098,0.9284788157391124,0.7745943477218464,12.952745549196901,0.9503211861919212,0.04954387085416634,0.0341129409311472,,0.935967983991996,,0.9214607303651826,,4.003739777406375,0.5164927043970758,0.2728340623126173,0.9978105611084682,0.07720369520766523,0.08229234999363992,0.4752376188094047,0.4195683428832201,0.15261325834568773,0.29464732366183094,0.45599813319691324,8.0,2.0,1999.0,0.0,0.21435163497817147,0.2728340623126173,1.1345532405050536,0.576288144072036,0.7856483650218286
openml_44035_KDDCup09_upselling,real_openml,real_openml,1.0,2,45,1007,4025,0.0,0.0,,0.0,0.0,False,1999,0.0002484472049689441,0.0,0.2734933056632443,0.0,1.0004970178926442,2.438342667300127,1.2486162126125748,5.005002501334843e-07,0.5761765869837125,,0.99999981948264,0.10041501336546485,0.1840802833390015,0.08908734925722969,0.15781681697773495,0.9348921356981469,1.2254697518011108,41.016492980853144,0.9884436842044737,0.022672010658845863,2.5285070906623786e-05,,0.991495747873937,,0.9389694847423712,,3.4139620547465754,1.2446587194208318,0.49695995737520204,0.9975828334377294,0.02438043203619209,0.059093243693698706,0.4752376188094047,0.46839145069028676,0.07371936229252371,0.3341670835417709,0.47181649494475114,45.0,2.0,1999.0,0.0,0.33197945938819967,0.49695995737520204,,0.83991995997999,0.6680205406118003
openml_44072_phoneme,real_openml,real_openml,1.0,2,5,635,2537,0.0,0.0,,0.0,0.0,False,2537,0.00039416633819471815,0.0,0.2981314355910737,0.0,1.000788643533123,3.6589975180847056,0.092662069672253,3.107341559616117e-07,0.5511702494801308,,0.9999998879263233,0.12224410679878783,0.0978508626237962,0.1222923103109326,0.09788944734880568,1.0003943217665632,0.3433621897735291,5.616232945722562,0.9102199466525022,0.0462057999715635,0.2949067348833936,,0.9124950729207726,,0.8986992510839574,,4.480942133448316,0.12443249259700119,0.4363454305298444,0.9880592613630449,0.17805527256271372,0.06828686545779528,,,,,,5.0,2.0,2537.0,0.0,0.3037886439119897,0.4363454305298444,1.2152818058935284,,0.6962113560880103
openml_44266_anneal,real_openml,real_openml,1.1796,2,38,180,718,0.0,0.0,,0.0,0.0,False,718,0.08356545961002786,0.0,1.386262005300562,0.0,1.182370820668693,0.5665795589058081,0.7068970248294811,0.013869518650649892,0.7334091449237807,,0.9949568168891751,,,0.06328325210057496,0.09846588676803043,0.8169272553769381,0.8214966287006148,20.571394866638887,,,,,0.46518105849582175,,0.0,,1.5131703401741945,0.6648283556013372,1.1639821242706059,0.9834459695377906,0.04836603562078914,0.15327107623287317,0.2075208913649025,0.23863220704572533,0.19843020590886443,0.09610027855153204,0.29493417174414505,38.0,2.0,718.0,0.0,0.5378889738578312,1.1639821242706059,,0.2590529247910863,0.4621110261421688
openml_44353_credit_seed_0_nrows_2000_nclas,real_openml,real_openml,1.0,2,10,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.1040945896936348,0.0,1.0,2.374336805410069,1.1431990705410116,0.0,0.33614317394142734,,1.0,0.13104003616452395,0.2464774327456349,0.13112198740665357,0.24663157748156164,1.0006253908692968,0.8756049136520282,15.43184920163422,0.991763811419599,0.014889935444074366,1.9499253610460954e-05,,0.99375,,0.9875,,3.309535757464752,1.1627280380406246,0.12738584445424375,0.998285546875,0.06480104794531694,0.06116505019972113,0.609375,0.4795937963728156,0.15037399585821706,0.441875,0.4967652556283498,10.0,2.0,1600.0,0.0,0.11299223338741668,0.12738584445424375,,0.7075,0.8870077666125833
openml_44364_california_seed_2_nrows_2000_n,real_openml,real_openml,1.0,2,8,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.7592916717550715,0.0,1.0,3.4586374582203563,0.0019562295789919575,0.0,0.6435707723336389,,1.0,0.15028718632390087,0.21692950533587377,0.1503811745579997,0.21706517106779108,1.000625390869294,0.7378293886740706,11.829320793490073,0.9596150372451063,0.0952244280224089,0.002045946731376057,,0.96,,0.935625,,4.374101750933567,0.08676814701337184,0.7070187083730157,0.994901953125,0.08453570728678872,0.08738079440817736,0.355625,0.4208227273766617,0.11472134447006678,0.23875,0.4264529297745776,8.0,2.0,1600.0,0.0,0.41418333900211646,0.7070187083730157,1.6236785597506957,0.550625,0.5858166609978835
openml_44368_wine_seed_1_nrows_2000_nclasse,real_openml,real_openml,1.0,2,11,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.5499680428578941,0.0,1.0,3.4509915248026473,0.008513256962276007,0.0,0.5519664800760467,,1.0,0.2450375603870139,0.16746429557013037,0.2451908046399135,0.16756902621151232,1.0006253908692921,0.9821207287145383,16.48312764598018,0.9579177421764965,0.06731944994678518,0.03869977836669947,,0.990625,,0.9575,,4.390323427007271,0.06142256619537496,0.43815983563648625,0.995909765625,0.060668097795376526,0.05942574742718374,0.4225,0.37174332479050337,0.18857939974974683,0.260625,0.4391128806482674,11.0,2.0,1600.0,0.0,0.3046669951275408,0.43815983563648625,,0.655625,0.6953330048724592
openml_44376_electricity_seed_4_nrows_2000_,real_openml,real_openml,1.0,2,7,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.3054351047929443,0.0,1.0,3.073661954398277,0.48053027454522107,0.0,0.44514472399701505,,1.0,0.28523505116028824,0.2100304426621785,0.28541343455688606,0.21016179378329272,1.0006253908692924,0.9298811738534011,11.39193135741874,0.941387369899292,0.05057998636055012,0.006185036300283024,,0.929375,,0.90375,,3.9858805265942228,0.4561445803570146,0.24712199366306528,0.99691953125,0.0877814278040547,0.07311069467619001,0.468125,0.41980945947222037,0.15091307322947708,0.285625,0.4518528147847406,7.0,2.0,1600.0,0.0,0.1981538253023787,0.24712199366306528,,0.58875,0.8018461746976213
openml_44382_pol_seed_0_nrows_2000_nclasses,real_openml,real_openml,1.0,2,26,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.4084122790875522,0.0,1.0,1.2355937516176836,0.9856551762430891,0.0,0.717925627309343,,1.0,0.10053921656004618,0.13332448601750924,0.10060209286808873,0.1334078659337176,1.0006253908692944,0.8511495882908581,27.517585961811058,0.9719648233849656,0.036352713956930564,4.219511916346321e-12,,0.828125,,0.585625,,2.199253354557135,0.9405610764915745,1.0636308451288923,0.978416015625,0.03634039706054889,0.07680495372714802,0.14375,0.3044617462055539,0.12892542227647175,0.073125,0.26042296740345217,26.0,2.0,1600.0,0.0,0.5154172063475136,1.0636308451288923,,0.25125,0.48458279365248635
openml_44386_pol_seed_4_nrows_2000_nclasses,real_openml,real_openml,1.0,2,26,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.451120947064133,0.0,1.0,1.2381855803740187,0.9826413790691304,0.0,0.7076736818954592,,1.0,0.09757325501080474,0.13368440885777036,0.09763427643357567,0.13376801386643636,1.000625390869295,0.843595376740385,27.409488907335636,0.9711063316205748,0.03960058378057441,5.974889638800043e-13,,0.805625,,0.56875,,2.2017018647023865,0.9384509737399466,1.0032133146038975,0.976750390625,0.03648371567163256,0.07752638376944489,0.14625,0.30384731225028766,0.127122503739313,0.07,0.25522678728062814,26.0,2.0,1600.0,0.0,0.5008020400474756,1.0032133146038975,,0.235625,0.49919795995252436
openml_44415_MiniBooNE_seed_3_nrows_2000_nc,real_openml,real_openml,1.0,2,50,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.5769697084507102,0.0,1.0,3.4169754973812423,0.2633671932115072,0.0,0.7980621332941115,,1.0,0.8306003163142796,0.2771491248553791,0.8311197661681345,0.27732245138749617,1.0006253908692926,6.195179682336518,7.920050960412972,0.9879569012917144,0.040256415569236405,3.486063545356622e-120,,0.946875,,0.558125,,4.290713683537072,0.2720338209195008,1.7540862753845254,0.9912234375,0.12626181384416968,0.08724955804272942,0.26625,0.41617563974640204,0.08862869178415325,0.168125,0.3740941738477315,50.0,2.0,1600.0,0.0,0.6369031685979482,1.7540862753845254,,0.549375,0.36309683140205185
openml_44443_covertype_seed_0_nrows_2000_nc,real_openml,real_openml,1.0,2,54,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.7576523624218707,0.0,1.0,0.7800054133575456,1.3056917650360698,0.0,0.6258507645044198,,1.0,,,0.03573607240124471,0.07390737922513448,0.7967942927292492,0.7274582786938739,102.1161514798771,,,,,0.965625,,0.9375,,1.7702126432079868,1.2952901412285376,0.6438964525803427,0.996794921875,0.00979277014955914,0.032117005965603684,0.43,0.4110494410575559,0.1399594716540569,0.2575,0.43739378233522697,54.0,2.0,1600.0,0.0,0.3916891794307667,0.6438964525803427,,0.604375,0.6083108205692334
openml_44453_road-safety_seed_0_nrows_2000_,real_openml,real_openml,1.0,2,32,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.33496787469489253,0.0,1.0,1.9584529537857613,1.2984111642037475,0.0,0.4497078660681617,,1.0,0.07427926631485812,0.15604058071157917,0.07432571988978925,0.1561381670659958,1.0006253908692924,0.9774135400855546,83.0293940351392,0.9925584406275914,0.0253685788393984,0.00015308388891609753,,0.99375,,0.958125,,2.9464090263113922,1.2989170186011203,0.25350537262592093,0.997936328125,0.012043927474368728,0.0224674408880655,0.5375,0.47273088290529636,0.08927550425451135,0.38,0.48553819838279,32.0,2.0,1600.0,0.0,0.20223716480357967,0.25350537262592093,1.0869301233227042,0.84125,0.7977628351964203
openml_44454_road-safety_seed_1_nrows_2000_,real_openml,real_openml,1.0,2,32,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.3378395174556737,0.0,1.0,1.969633492156777,1.2940353657524155,0.0,0.4697477727708541,,1.0,0.07428991346848937,0.15177464122281062,0.0743363737020531,0.15186955969762128,1.000625390869293,0.9557197729165207,76.17300041499769,0.9924880020067719,0.025860188304382137,2.0348806786804094e-05,,0.981875,,0.945,,2.956505480990722,1.2950885743686404,0.2831419033556517,0.997915625,0.013128011166054977,0.024029574465333547,0.523125,0.47134708069543096,0.08547897799238056,0.366875,0.48210268485999774,32.0,2.0,1600.0,0.0,0.22066297002317797,0.2831419033556517,1.1010978056746572,0.823125,0.7793370299768221
openml_44472_yeast_seed_4_nrows_2000_nclass,real_openml,real_openml,92.6,10,8,297,1187,0.0,0.0,,0.0,0.0,False,1187,1.1092869294588157,2.767902505360366,12.029986213063443,33.29782897858897,92.5,2.330089153374141,1.4536025817619336,0.1504607260707983,0.4523584363976421,0.2387197691784392,2.4911018985060798,0.08523527765540384,0.11711287903735204,0.08530714551177429,0.11721162514109354,1.0008431703204042,0.40521807566230494,12.240712371967936,0.7065758199892693,0.15587496427749578,,,0.47077760899600135,0.3358290634040724,0.2280299336986049,0.271910833832906,4.617681499265385,1.3463615293880091,3.475821744894083,0.9977983901704012,0.20350955261483578,0.15350059826629095,0.6596461668070767,0.47905237357582686,0.14478993751866143,0.481044650379107,0.4998511621926105,8.0,10.0,1187.0,1.6280255412612994,2.035935137217208,1.0309198974100475,,0.8087615838247684,0.07319565707550248
openml_44492_wilt_seed_4_nrows_2000_nclasse,real_openml,real_openml,17.5185,2,5,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.8925,0.0,0.21693485711536933,0.0,17.6046511627907,3.459423167090096,0.0,0.8867590424736214,0.37659636283540154,,0.3021180043104883,0.24929885865264056,0.2631268313291782,0.249454767882567,0.2632913884469572,1.0006253908692928,0.7893598701689843,13.376690910388827,0.9930077092750785,0.007133331429202178,0.00021499992257165954,,0.705625,,0.44875,,3.738955764715598,0.012318215020467614,0.16526325147696078,0.965177734375,0.022585406684986077,0.012318215020467614,0.0775,0.2842052974892902,0.10919600551463214,0.038125,0.1915578721600643,5.0,2.0,1600.0,0.0,0.1418248205008534,0.16526325147696078,1.28109418009141,0.150625,0.8581751794991466
openml_44508_APSFailure_seed_0_nrows_2000_n,real_openml,real_openml,54.5556,2,100,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.96375,0.0,1.666206941239797,0.0,54.172413793103445,2.305221009186743,1.3737104964232283,0.9630934163722689,0.8573016391873661,,0.13077941675229837,,,0.1828242010004859,0.23649568335818758,0.980612883051908,2.992354009663318,5.738818049973663,,,,,0.411875,,0.0,,2.413211862925983,1.362592680253253,2.7731022412145268,0.429409375,0.022788563013057813,0.016430564579415233,0.03125,0.1440858402622064,0.1391009760668366,0.021875,0.146321104222744,100.0,2.0,1600.0,0.0,0.7349661005533449,2.7731022412145268,,0.058125,0.2650338994466552
openml_44567_philippine_seed_4_nrows_2000_n,real_openml,real_openml,1.0,2,100,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,0.4652647759408414,0.0,1.0,3.4434094886495585,0.08927643539084411,0.0,0.5515263964441904,,1.0,0.0528576618219241,0.12204497919808634,0.05289071852099974,0.12212130501371994,1.0006253908692937,1.3307151608358043,42.85540420166669,0.9805031955227653,0.043272255777706256,4.233388613084444e-09,,0.9775,,0.70125,,4.420075208676505,0.11603777350617425,0.4371561080723522,0.997720703125,0.02333427997305201,0.03854832462527951,0.483125,0.49381940446843914,0.018103073995082736,0.358125,0.47959904493486955,100.0,2.0,1600.0,0.0,0.3041813659747143,0.4371561080723522,,1.0,0.6958186340252858
openml_44568_ada_seed_0_nrows_2000_nclasses,real_openml,real_openml,3.0323,2,48,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.50375,0.0,0.9353471841230497,0.0,3.0302267002518892,0.589750146885004,0.7641911315666587,0.4048035353541648,0.6268463128582279,,0.8082927718631158,,,0.0536704083394312,0.08397456532751132,0.9380863039399561,0.7323679127929759,37.13793139720642,,,,,0.93875,,0.84125,,1.3762783039337385,0.7474390702885443,0.6472735890939932,0.988258203125,0.02176461481438131,0.03674711246252154,0.320625,0.33975307941873345,0.21764774567361064,0.22625,0.4185336533803255,48.0,2.0,1600.0,0.0,0.39293629994395535,0.6472735890939932,,0.371875,0.6070637000560446
openml_44582_Diabetes130US_seed_4_nrows_200,real_openml,real_openml,4.8341,3,49,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.5254469823397979,0.36258980656023887,0.07495671143424885,0.027178539499335935,4.848314606741573,1.1115875462416644,1.2272099333956412,0.18172423331383736,0.24568733094565193,0.06355908323579093,1.3628971862917245,,,0.02743687030229184,0.05189111933200267,0.7964161274265785,0.5785668775781893,225.2721589651304,,,,,0.9803213997073431,0.013155323081730862,0.9035902401132211,0.054338170781038156,2.4684347297609524,1.2208382778059534,0.1342491565664728,0.998779296875,0.0060500027724361876,0.008130519252978837,0.684375,0.5083089119172964,0.062070146294531094,0.555,0.49712116823762764,49.0,3.0,1600.0,0.4246396925968098,0.12476428623617078,0.09225875345152557,,0.971875,0.8786395477745729
openml_44594_blood-transfusion-service-cent,real_openml,real_openml,3.2022,2,4,150,598,0.0,0.0,,0.0,0.0,False,598,0.5250836120401338,0.0,0.2553352432159395,0.0,3.211267605633803,2.8881479347918244,0.1337816521222296,0.4322490135905305,0.34459746041376016,,0.7907877320094978,0.46333121693857393,0.34468384288523046,0.46410731612942563,0.34526120275606,1.001675041876047,1.1220220128416847,20.827788615553864,0.9610035512890154,0.02748477654568579,0.27057419768790025,,0.9916387959866221,,0.9882943143812709,,3.6409677506386364,0.15781072599931142,0.13474843766004738,0.9921057930000783,0.03796791616268613,0.025251543613517564,0.49498327759197325,,,0.3394648829431438,0.47392411658298683,4.0,2.0,598.0,0.0,0.118747409723613,0.13474843766004738,,0.32441471571906355,0.881252590276387
openml_44603_cnae-9_seed_0_nrows_2000_nclas,real_openml,real_openml,1.0,9,100,216,864,0.0,0.0,,0.0,0.0,False,864,0.0,0.6604120551676219,0.5077878997875,0.33534925048791336,1.0,0.04594822739538864,0.07520380443150886,0.0,0.5746897130305362,0.17291357303596175,3.1699250014423126,,,0.007820293965898483,0.04902989980647907,0.9110544611819202,0.5739158013423487,200.58875382763247,,,,,0.8478009259259258,0.0845897757991655,0.599826388888889,0.15324744051955205,3.2000701245212633,0.0553228904056361,6.257574642799797,0.9950234160665294,0.015803104316437673,0.032558868592926705,0.7743055555555556,,,0.5752314814814815,0.49459412964063304,100.0,9.0,864.0,0.0,2.8514398562854004,2.7266507545084875,,0.09953703703703703,0.018290443147929672
openml_44617_cmc_seed_4_nrows_2000_nclasses,real_openml,real_openml,1.8889,3,9,295,1178,0.0,0.0,,0.0,0.0,False,1178,0.24815378728465076,0.5994558695607003,0.19324776221727222,0.11584350534061437,1.8909774436090225,1.5425596348750763,0.946481844636424,0.04380117929499261,0.32707675515735973,0.09135006427673974,1.538879262719534,0.17468954906324272,0.15027036049506937,0.1748379683912493,0.15039803284893158,1.00084961767205,0.687776169413322,43.41433649522621,0.9668855394417106,0.023303694440363395,0.765928515928516,0.04861807237662807,0.964410844695904,0.0559053800862705,0.9579331317263925,0.05285669594918124,3.0459925591969537,0.9269513291033998,0.25519909858298584,0.9984557002891148,0.0354463383976569,0.023733010543316474,0.7249575551782682,,,0.5636672325976231,0.4961405486070596,9.0,3.0,1178.0,0.17396113389176782,0.22230324177189936,0.18120398696693274,1.0476130192346036,0.6960950764006791,0.7882659936078746
openml_44656_Bioresponse_seed_3_nrows_2000_,real_openml,real_openml,1.1858,2,100,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.085,0.0,0.13328180892797903,0.0,1.185792349726776,0.5405120969584424,0.6993072539037023,0.014346347638313106,0.47257746154679137,,0.9947819701586453,0.09062248833424001,0.11484690430301725,0.09067916281099685,0.11491872850833457,1.0006253908692935,1.4637744630857799,235.39633464306172,0.9960554689973232,0.0076392884701582805,0.0,,0.995,,0.93875,,1.5310680796068445,0.6940776707618966,0.2875472222056377,0.99771015625,0.004225987510243361,0.008210142032570807,0.47625,0.388552092274668,0.21819194112737544,0.30125,0.4589445296556142,100.0,2.0,1600.0,0.0,0.22332945716200908,0.2875472222056377,,0.585,0.776670542837991
openml_44660_churn_seed_2_nrows_2000_nclass,real_openml,real_openml,6.0671,2,20,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.7175,0.0,0.185510281940004,0.0,6.079646017699115,2.8618415282228202,1.0273355569104645,0.6796991364407164,0.42841263650159195,,0.5875031108110359,0.04759984270032027,0.1561960075636938,0.04762961120732476,0.1562936911206439,1.0006253908692915,0.7289407494665661,34.498649772746646,0.9870914609264082,0.019660431914783803,0.0162005471647117,,0.98,,0.891875,,3.4323148968647836,1.0283715960233204,0.22479582557435118,0.99006328125,0.017029742169073336,0.021705751241801564,0.230625,0.43732209955970464,0.06100303562244372,0.143125,0.3503097664322052,20.0,2.0,1600.0,0.0,0.18353738711424517,0.22479582557435118,1.0203121453214188,0.71,0.8164626128857548
openml_44678_sylvine_seed_0_nrows_2000_ncla,real_openml,real_openml,1.0,2,20,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,2.018663259074053,0.0,1.0,3.454251872306137,0.015709081229320354,0.0,0.7278748772680064,,1.0,0.05550906651863705,0.12171454030726432,0.05554378138200079,0.12179065946943271,1.0006253908692933,0.5973275173431862,22.089423909080132,0.970009581581815,0.11159411374399829,0.04332626301338463,,0.771875,,0.69,,4.408981339035736,0.1428177735400393,1.1267628812716055,0.997490625,0.04527053327040085,0.14333072687455176,0.433125,0.4738670911263935,0.04382568548622166,0.266875,0.4424647938634557,20.0,2.0,1600.0,0.0,0.5298018369579154,1.1267628812716055,1.0482433523957901,0.978125,0.47019816304208456
openml_44681_sylvine_seed_3_nrows_2000_ncla,real_openml,real_openml,1.0,2,20,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.0,2.1515545359044626,0.0,1.0,3.4560968727341637,0.006947256881449852,0.0,0.7401702519702414,,1.0,0.061075553819818516,0.12332143656639608,0.061113749913514454,0.1233985606668129,1.0006253908692933,0.6145234254299549,20.095018213578577,0.9673981825056224,0.11483206584485985,0.04086384102924908,,0.775,,0.65375,,4.406333295046821,0.1474133363775506,1.2116652162696797,0.99721640625,0.0497635776873435,0.14817858694647262,0.40875,0.470711812778333,0.044669909832362784,0.245625,0.4305917325612439,20.0,2.0,1600.0,0.0,0.5478520019016907,1.2116652162696797,1.0514091391699234,0.9675,0.4521479980983093
openml_44700_Fashion-MNIST_seed_2_nrows_200,real_openml,real_openml,1.0,10,100,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.0,0.7569168424265384,6.00816440439415,4.547680829753544,1.0,2.0156752361651993,1.0859570186362706,0.0,0.7157716280074112,0.18994229205215965,3.321928094887362,,,0.20988461334874017,0.17510120354660233,0.9906191369606,2.7350669734897113,8.631887453869409,,,,,0.5090972222222223,0.31089275761790863,0.0,0.0,4.952759562799044,0.9670867166227475,21.855753601831623,0.99102109375,0.3848437682535173,0.18707183923020193,0.37,0.4398343342983806,0.08384832382850191,0.2425,0.4287290874130145,100.0,10.0,1600.0,0.0,4.8995858056236425,10.014005769619995,,0.765625,0.00015968726819008162
openml_44715_nomao_seed_2_nrows_2000_nclass,real_openml,real_openml,2.5026,2,100,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.42875,0.0,1.5005155478361571,0.0,2.50109409190372,1.1117755292519917,0.9288277879772603,0.31056333473679765,0.8454939983831704,,0.8630025110930458,0.16332061219091035,0.2005876989406385,0.16342275141054138,0.20071314465604792,1.0006253908692901,2.5881387825546947,14.217464617271654,0.9375749779787205,0.08919218043838142,1.1564251224173129e-05,,0.955,,0.85375,,1.9140778709178776,0.8832419741564151,2.5070504147825026,0.971709765625,0.06070016942716028,0.07934197474928395,0.1475,0.2840321447499768,0.15659464454692504,0.078125,0.2684520924740969,100.0,2.0,1600.0,0.0,0.7148601013019605,2.5070504147825026,,0.229375,0.2851398986980394
openml_44777_sf-police-incidents_seed_4_nro,real_openml,real_openml,7.2305,2,8,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.7575,0.0,0.020193796674554412,0.0,7.247422680412371,3.3083317241049435,0.2313620647197353,0.7291955410648547,0.09243770342729525,,0.532943310174545,0.047551047950667155,0.0749212628545123,0.04758078594188094,0.07496811792821773,1.000625390869295,0.2479262438696501,105.16784613109336,0.9987057424230125,0.0015802586461636826,0.8977386492532063,,0.983125,,0.973125,,3.8362074843601888,0.2314421151276251,0.008618370656724376,0.99462734375,0.0050675499192996964,0.0015986683309583965,0.289375,0.4203568430271477,0.10976520425861748,0.19375,0.3953588627993513,8.0,2.0,1600.0,0.0,0.008544729014912593,0.008618370656724376,1.0035389010704594,0.5025,0.9914552709850875
openml_44788_KDDCup09-Upselling_seed_0_nrow,real_openml,real_openml,12.6054,2,100,400,1600,0.0,0.0,,0.0,0.0,False,1600,0.8525,0.0,0.3227774903453833,0.0,12.559322033898304,0.33219816783099404,0.8598535130692229,0.8417589338390986,0.23606726696668062,,0.3797646003360102,,,0.010517563274102464,0.04572983637638761,0.6904315196998125,0.6606605751987851,192.37150929909188,,,,,0.78875,,0.619375,,0.7099886473540018,0.8569801404173785,0.0590166181423285,0.987204296875,0.0019741208130023384,0.00605679438396677,0.1975,0.3794764007409519,0.13090288778343814,0.134375,0.3411614043453396,100.0,2.0,1600.0,0.0,0.05572775453311806,0.0590166181423285,,0.3125,0.9442722454668819
openml_44_spambase,real_openml,real_openml,1.5378,2,57,921,3680,0.0,0.0,,0.0,0.0,False,1999,0.21195652173913043,0.0,0.3778233459515261,0.0,1.5379310344827586,1.0406464760998504,0.8993069182838638,0.08571592817125084,0.7527813525570373,,0.9674547387298921,0.062415159319516265,0.10842206662611391,0.06510380489049881,0.11889098325612796,1.0437863635561373,1.0427645628776852,11.96908602134599,0.9660395779619635,0.03554761559472793,6.827130813896646e-37,,0.8494247123561781,,0.44172086043021513,,1.9272717565900312,0.851054598703189,1.3077620629477504,0.9918766286595023,0.0808294582397108,0.07405285824290264,0.19609804902451225,0.3139270774143648,0.19052923640495106,0.11105552776388194,0.3142795062141904,57.0,2.0,1999.0,0.0,0.5666797647576024,1.3077620629477504,3.0451808616845444,0.35917958979489745,0.4333202352423976
openml_45020_default-of-credit-card-clients,real_openml,real_openml,1.0,2,20,2655,10617,0.0,0.0,,0.0,0.0,False,1999,9.418856550814731e-05,0.0,0.27664045408513466,0.0,1.0001883948756594,2.9589419002856228,0.7303323516860397,5.005002501334843e-07,0.4280665486742064,,0.99999981948264,0.2521496308226034,0.2513738512713975,0.25922804149504,0.27353674049012516,1.0020643569701295,1.6897331620599687,25.07469576442818,0.969484741027012,0.04120700294381249,0.000711559335827007,,0.9869934967483742,,0.959479739869935,,3.919060884169002,0.7661753184377846,0.22435132442294678,0.9982082086566044,0.03988083559926074,0.04177448551632328,0.5297648824412207,0.4620449864376946,0.12268926450884109,0.3706853426713357,0.4831091750477168,20.0,2.0,1999.0,0.0,0.1832409700938467,0.22435132442294678,1.1510701074566345,0.6818409204602301,0.8167590299061533
